id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID127146,13.1874161,77.6805346,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL106161,CAR,,"[""NO PARKING""]",[113],2024-01-12 00:36:46+00,,2024-01-12 01:03:36.610117+00,FKDEV00068,FKUSR00068,40.0,Chikkajala,False,No Junction,,,,,,
FKID281712,13.1840762,77.6797951,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL221562,CAR,,"[""NO PARKING""]",[113],2023-12-14 22:00:46+00,,2023-12-14 22:22:56.869017+00,FKDEV01270,FKUSR01213,40.0,Chikkajala,True,No Junction,,,FKN00GL221562,CAR,approved,2023-12-16 00:08:13.676+00
FKID078106,13.185363,77.6798901,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL67678,CAR,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-02-28 19:55:46+00,,2024-02-28 20:16:43.219873+00,FKDEV00216,FKUSR00216,40.0,Chikkajala,True,No Junction,,,,,,
FKID206796,13.1838465,77.6795494,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL155862,MAXI-CAB,,"[""NO PARKING""]",[113],2023-11-26 08:08:46+00,,2023-11-26 08:42:08.292236+00,FKDEV00038,FKUSR00038,40.0,Chikkajala,True,No Junction,,,FKN00GL155862,MAXI-CAB,approved,2023-11-28 00:31:09.019+00
FKID209473,13.184264,77.6797524,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL170499,CAR,,"[""NO PARKING""]",[113],2023-12-26 06:39:46+00,,2023-12-26 06:59:14.250995+00,FKDEV01270,FKUSR01213,40.0,Chikkajala,True,No Junction,,,FKN00GL170499,CAR,rejected,2023-12-27 23:45:40.155+00
FKID244499,13.18442,77.6797817,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL195779,MAXI-CAB,,"[""NO PARKING"",""USING BLACK FILM/OTHER MATERIALS""]","[113,133]",2024-01-15 22:06:46+00,,2024-01-15 22:38:20.811717+00,FKDEV00038,FKUSR00038,40.0,Chikkajala,True,No Junction,,,FKN00GL195779,MAXI-CAB,approved,2024-01-16 23:43:42.279+00
FKID059020,13.1843047,77.6797556,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL4011,MAXI-CAB,,"[""NO PARKING""]",[113],2024-02-17 05:20:46+00,,2024-02-17 06:09:01.994084+00,FKDEV00717,FKUSR00690,40.0,Chikkajala,True,No Junction,,,,,,
FKID254461,13.1838673,77.6797186,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL202758,CAR,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-01-19 09:34:46+00,,2024-01-19 09:41:23.661116+00,FKDEV00216,FKUSR00216,40.0,Chikkajala,True,No Junction,,,FKN00GL202758,CAR,approved,2024-01-19 20:03:26.481+00
FKID112149,13.184113,77.6797308,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL94237,CAR,,"[""NO PARKING""]",[113],2024-03-22 19:19:46+00,,2024-03-22 19:38:37.073315+00,FKDEV01058,FKUSR01011,40.0,Chikkajala,True,No Junction,,2024-04-09 15:48:14.759792+00,,,,
FKID127806,13.1501343,77.6190914,"Bengaluru Bellary Road, Mahaveer Celesse, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL106684,LGV,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2024-03-20 21:45:46+00,,2024-03-26 04:28:33.73319+00,FKDEV00346,FKUSR00343,40.0,Chikkajala,True,No Junction,,2024-04-12 20:14:20.1854+00,,,,
FKID022899,13.1433334,77.6177749,"1st Main Road, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL21380,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-06 02:47:46+00,,2024-02-06 03:04:26.743171+00,FKDEV00556,FKUSR00544,40.0,Chikkajala,True,No Junction,,,,,,
FKID086782,13.1913506,77.6463415,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL46103,MAXI-CAB,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-03-02 20:09:46+00,,2024-03-03 06:23:06.957553+00,FKDEV01244,FKUSR01190,40.0,Chikkajala,True,No Junction,,,,,,
FKID118027,13.1915845,77.6465476,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL98870,CAR,,"[""WRONG PARKING""]",[112],2024-02-15 19:22:46+00,,2024-02-15 19:35:53.528164+00,FKDEV00556,FKUSR00544,40.0,Chikkajala,True,No Junction,,,FKN00GL98870,CAR,rejected,2024-02-20 07:08:13.682+00
FKID169424,13.1916721,77.6461658,"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL140040,CAR,,"[""NO PARKING""]",[113],2023-12-08 06:06:46+00,,2023-12-08 08:30:03.745829+00,FKDEV01270,FKUSR01213,40.0,Chikkajala,True,No Junction,,,FKN00GL140040,CAR,rejected,2023-12-08 19:54:17.947+00
FKID248293,13.186612,77.6805241,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL198498,CAR,,"[""WRONG PARKING""]",[112],2024-01-16 23:03:46+00,,2024-01-16 23:28:42.509805+00,FKDEV00068,FKUSR00068,40.0,Chikkajala,True,No Junction,,,FKN00GL198498,CAR,approved,2024-01-18 06:15:21.464+00
FKID017316,13.1857498,77.6797844,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL16280,CAR,,"[""NO PARKING""]",[113],2024-01-21 02:46:46+00,,2024-01-21 02:52:18.040689+00,FKDEV01270,FKUSR01213,40.0,Chikkajala,True,No Junction,,,FKN00GL16280,CAR,rejected,2024-01-24 00:03:42.439+00
FKID074775,13.1834243,77.6797683,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL64968,CAR,,"[""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""WRONG PARKING""]","[107,104,112]",2024-02-20 07:47:46+00,,2024-02-20 08:31:24.721135+00,FKDEV00216,FKUSR00216,40.0,Chikkajala,True,No Junction,,,,,,
FKID243072,13.1874499,77.6802372,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL182584,CAR,,"[""NO PARKING"",""PARKING IN A MAIN ROAD""]","[113,107]",2024-01-14 07:28:46+00,,2024-01-14 07:53:47.00162+00,FKDEV00730,FKUSR00703,40.0,Chikkajala,True,No Junction,,,FKN00GL182584,CAR,approved,2024-01-14 22:10:08.19+00
FKID112704,13.1840248,77.6795775,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL94665,CAR,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2024-03-03 19:31:46+00,,2024-03-03 23:11:46.537163+00,FKDEV01421,FKUSR01350,40.0,Chikkajala,True,No Junction,,,,,,
FKID095825,13.1844495,77.6798816,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL81755,CAR,,"[""NO PARKING""]",[113],2024-03-07 23:58:46+00,,2024-03-08 00:48:02.302618+00,FKDEV00858,FKUSR00827,40.0,Chikkajala,True,No Junction,,2024-03-24 22:55:16.083232+00,,,,
FKID256495,13.1836325,77.6804519,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL136112,CAR,,"[""WRONG PARKING""]",[112],2024-01-18 22:01:46+00,,2024-01-18 22:16:02.938801+00,FKDEV00068,FKUSR00068,40.0,Chikkajala,True,No Junction,,,FKN00GL136112,CAR,approved,2024-01-19 23:55:04.511+00
FKID260830,13.1915733,77.6464795,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL207159,CAR,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2024-01-21 06:06:46+00,,2024-01-21 07:25:50.140078+00,FKDEV00730,FKUSR00703,40.0,Chikkajala,True,No Junction,,,FKN00GL207159,CAR,rejected,2024-01-21 19:59:15.7+00
FKID057049,13.1916727,77.6466979,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL50452,MAXI-CAB,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2024-02-20 09:00:46+00,,2024-02-20 09:06:52.210916+00,FKDEV01244,FKUSR01190,40.0,Chikkajala,True,No Junction,,,,,,
FKID088597,13.1838393,77.6795519,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL76064,MAXI-CAB,,"[""NO PARKING""]",[113],2024-03-04 08:51:46+00,,2024-03-04 08:58:01.691111+00,FKDEV00038,FKUSR00038,40.0,Chikkajala,True,No Junction,,,,,,
FKID042914,13.1837928,77.679459,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL38640,CAR,,"[""NO PARKING""]",[113],2024-03-15 05:21:46+00,,2024-03-15 05:40:28.676932+00,FKDEV00429,FKUSR00423,40.0,Chikkajala,True,No Junction,,2024-04-02 00:02:05.02656+00,FKN00GL38640,CAR,rejected,2024-04-14 04:48:08.326+00
FKID103317,13.1843967,77.6797783,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL87775,MAXI-CAB,,"[""NO PARKING""]",[113],2024-03-12 06:02:46+00,,2024-03-12 06:06:59.692232+00,FKDEV00038,FKUSR00038,40.0,Chikkajala,False,No Junction,,,,,,
FKID200566,13.1843125,77.679781,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL163899,CAR,,"[""NO PARKING""]",[113],2023-12-24 07:00:46+00,,2023-12-24 07:17:51.098695+00,FKDEV01421,FKUSR01350,40.0,Chikkajala,True,No Junction,,,FKN00GL163899,CAR,approved,2023-12-24 19:59:15.788+00
FKID060280,13.1835189,77.6795815,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL53191,CAR,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-02-21 07:54:46+00,,2024-02-21 18:32:30.031152+00,FKDEV00216,FKUSR00216,40.0,Chikkajala,True,No Junction,,,,,,
FKID018702,13.18375,77.6795533,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL17581,MAXI-CAB,,"[""NO PARKING""]",[113],2024-01-12 09:23:46+00,,2024-01-12 09:42:31.485013+00,FKDEV00038,FKUSR00038,40.0,Chikkajala,True,No Junction,,,FKN00GL17581,MAXI-CAB,approved,2024-01-14 03:59:50.392+00
FKID214234,13.1866845,77.6806651,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL174068,CAR,,"[""WRONG PARKING""]",[112],2023-12-31 06:01:46+00,,2023-12-31 06:14:52.301589+00,FKDEV00068,FKUSR00068,40.0,Chikkajala,True,No Junction,,,FKN00GL174068,CAR,rejected,2023-12-31 20:46:25.042+00
FKID119511,13.1841429,77.6794634,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL99996,CAR,,"[""NO PARKING""]",[113],2024-03-14 06:54:46+00,,2024-03-14 07:41:03.936844+00,FKDEV00429,FKUSR00423,40.0,Chikkajala,True,No Junction,,2024-03-31 22:34:46.406511+00,FKN00GL99996,CAR,rejected,2024-04-06 04:32:17.874+00
FKID038938,13.1844087,77.679598,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL35312,MAXI-CAB,,"[""NO PARKING""]",[113],2024-04-01 02:57:46+00,,2024-04-01 03:06:34.969154+00,FKDEV00038,FKUSR00038,40.0,Chikkajala,True,No Junction,,2024-04-19 00:26:04.547184+00,,,,
FKID232796,13.1843027,77.6797165,,FKN00GL187539,CAR,,"[""NO PARKING""]",[113],2024-01-07 02:24:46+00,,2024-01-07 02:30:50.758723+00,FKDEV00607,FKUSR00590,40.0,Chikkajala,True,No Junction,,,FKN00GL187539,CAR,created1,2024-01-08 00:40:24.198+00
FKID073364,13.1874875,77.6801924,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL63851,CAR,,"[""NO PARKING""]",[113],2024-02-26 09:46:46+00,,2024-02-26 12:07:31.853876+00,FKDEV02103,FKUSR01942,40.0,Chikkajala,True,No Junction,,,,,,
FKID067950,13.1854338,77.6798705,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL59272,CAR,,"[""WRONG PARKING""]",[112],2024-02-17 23:30:46+00,,2024-02-17 23:32:01.30571+00,FKDEV00068,FKUSR00068,40.0,Chikkajala,True,No Junction,,,,,,
FKID084485,13.1849613,77.679788,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL72743,CAR,,"[""NO PARKING""]",[113],2024-03-02 07:16:46+00,,2024-03-02 07:24:17.2992+00,FKDEV00858,FKUSR00827,40.0,Chikkajala,True,No Junction,,,,,,
FKID109752,13.1868195,77.6802759,"Airport City Avenue, Bavapura, Bengaluru, Karnataka. Pin-560300 (India)",FKN00GL38860,CAR,,"[""NO PARKING""]",[113],2024-03-02 05:56:46+00,,2024-03-02 06:12:39.994576+00,FKDEV00858,FKUSR00827,40.0,Chikkajala,True,No Junction,,,,,,
FKID010593,13.1841159,77.6797675,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL10001,MAXI-CAB,,"[""WRONG PARKING"",""PARKING IN A MAIN ROAD""]","[112,107]",2024-01-29 22:03:46+00,,2024-01-29 22:05:28.062706+00,FKDEV00113,FKUSR00114,40.0,Chikkajala,True,No Junction,,,FKN00GL10001,MAXI-CAB,approved,2024-02-01 03:46:28.575+00
FKID223141,13.1916805,77.6464792,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL180555,CAR,,"[""NO PARKING""]",[113],2024-01-03 21:06:46+00,,2024-01-03 21:22:34.213785+00,FKDEV01270,FKUSR01213,40.0,Chikkajala,True,No Junction,,,FKN00GL180555,CAR,rejected,2024-01-05 01:39:54.412+00
FKID249511,13.1914708,77.6463941,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL199318,CAR,,"[""NO PARKING""]",[113],2024-01-17 04:18:46+00,,2024-01-17 04:53:59.540554+00,FKDEV01270,FKUSR01213,40.0,Chikkajala,True,No Junction,,,FKN00GL75471,CAR,approved,2024-01-17 22:22:08.905+00
FKID061034,13.1865587,77.680601,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL53833,CAR,,"[""WRONG PARKING""]",[112],2024-02-21 23:18:46+00,,2024-02-21 23:35:14.009576+00,FKDEV00068,FKUSR00068,40.0,Chikkajala,True,No Junction,,,,,,
FKID072447,13.1222144,77.6306964,"Bagaluru Main Road, Niranthara Layout, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",FKN00GL63062,CAR,,"[""NO PARKING""]",[113],2024-02-26 03:39:46+00,,2024-02-26 04:03:05.511322+00,FKDEV00556,FKUSR00544,40.0,Chikkajala,True,No Junction,,,,,,
FKID123719,13.1607188,77.5956262,"Telecom Layout Road, Phase 2A, After The Rain, Bettahalasur, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL103441,CAR,,"[""NO PARKING"",""PARKING IN A MAIN ROAD""]","[113,107]",2023-12-09 05:46:46+00,,2023-12-09 05:48:03.165844+00,FKDEV00429,FKUSR00423,40.0,Chikkajala,False,No Junction,,,,,,
FKID195123,13.1849352,77.6798859,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL159926,CAR,,"[""WRONG PARKING""]",[112],2023-12-20 05:14:46+00,,2023-12-20 05:21:55.264795+00,FKDEV00068,FKUSR00068,40.0,Chikkajala,True,No Junction,,,FKN00GL159926,CAR,rejected,2023-12-20 21:47:35.268+00
FKID286840,13.191324,77.6463361,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL225180,MAXI-CAB,,"[""NO PARKING""]",[113],2023-12-25 07:19:46+00,,2023-12-25 07:36:33.628924+00,FKDEV00950,FKUSR00911,40.0,Chikkajala,True,No Junction,,,FKN00GL225180,CAR,approved,2023-12-27 00:58:42.447+00
FKID294350,13.1848938,77.6795665,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL69767,CAR,,"[""NO PARKING""]",[113],2024-03-14 00:02:46+00,,2024-03-14 00:39:11.145643+00,FKDEV00068,FKUSR00068,40.0,Chikkajala,True,No Junction,,2024-03-31 16:56:44.098147+00,FKN00GL69767,CAR,approved,2024-04-12 03:06:19.047+00
FKID065829,13.1865636,77.6802272,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL9111,CAR,,"[""WRONG PARKING""]",[112],2024-02-23 23:39:46+00,,2024-02-24 00:08:30.12983+00,FKDEV00068,FKUSR00068,40.0,Chikkajala,True,No Junction,,,,,,
FKID047677,13.1837616,77.6795344,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL39778,MAXI-CAB,,"[""NO PARKING""]",[113],2024-02-17 03:43:46+00,,2024-02-17 04:22:14.436458+00,FKDEV00717,FKUSR00690,40.0,Chikkajala,True,No Junction,,,,,,
FKID230921,13.1911285,77.6462609,"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL186187,CAR,,"[""NO PARKING""]",[113],2024-01-06 23:40:46+00,,2024-01-06 23:49:42.521244+00,FKDEV01270,FKUSR01213,40.0,Chikkajala,True,No Junction,,,FKN00GL186187,CAR,created1,2024-01-08 01:01:55.479+00
FKID076708,13.1869315,77.6804044,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL66550,CAR,,"[""NO PARKING""]",[113],2024-02-27 23:56:46+00,,2024-02-28 00:21:05.48604+00,FKDEV00068,FKUSR00068,40.0,Chikkajala,True,No Junction,,,,,,
FKID235990,13.18347761,77.67979793,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL69471,CAR,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-01-09 04:04:46+00,,2024-01-09 05:06:18.133315+00,FKDEV00216,FKUSR00216,40.0,Chikkajala,True,No Junction,,,FKN00GL69471,CAR,created1,2024-01-09 14:28:48.817+00
FKID253608,13.1915112,77.6465566,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL202145,CAR,,"[""NO PARKING""]",[113],2024-01-19 05:07:46+00,,2024-01-19 05:13:49.504937+00,FKDEV01270,FKUSR01213,40.0,Chikkajala,True,No Junction,,,FKN00GL202145,CAR,approved,2024-01-21 04:01:32.868+00
FKID219937,13.18435,77.67978,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL178262,MAXI-CAB,,"[""NO PARKING""]",[113],2024-01-01 23:39:46+00,,2024-01-02 01:07:13.584977+00,FKDEV00038,FKUSR00038,40.0,Chikkajala,True,No Junction,,,FKN00GL178262,MAXI-CAB,approved,2024-01-02 23:33:42.813+00
FKID239023,13.1906725,77.6455362,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL191890,MAXI-CAB,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2024-01-11 20:59:46+00,,2024-01-11 22:20:31.486984+00,FKDEV00113,FKUSR00114,40.0,Chikkajala,True,No Junction,,,FKN00GL191890,MAXI-CAB,approved,2024-01-15 07:31:19.796+00
FKID242951,13.1908083,77.6457292,"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL194597,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-01-16 00:01:46+00,,2024-01-16 00:16:12.533515+00,FKDEV00950,FKUSR00911,40.0,Chikkajala,True,No Junction,,,FKN00GL194597,PASSENGER AUTO,approved,2024-01-17 03:40:07.131+00
FKID012354,13.1836733,77.6838728,"Unnamed Road, Chikkanahalli North Taluka, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL11679,CAR,,"[""WRONG PARKING""]",[112],2024-01-24 23:09:46+00,,2024-01-24 23:23:26.954313+00,FKDEV00068,FKUSR00068,40.0,Chikkajala,True,No Junction,,,FKN00GL11679,CAR,approved,2024-01-27 03:37:01.608+00
FKID190829,13.1917684,77.6468211,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL70856,CAR,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2023-12-18 20:43:46+00,,2023-12-18 20:55:18.348397+00,FKDEV01320,FKUSR01190,40.0,Chikkajala,True,No Junction,,,FKN00GL70856,CAR,approved,2023-12-20 00:52:54.613+00
FKID060304,13.1841623,77.6797319,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL53215,MAXI-CAB,,"[""NO PARKING""]",[113],2024-02-21 19:15:46+00,,2024-02-21 19:26:26.904362+00,FKDEV00556,FKUSR00544,40.0,Chikkajala,True,No Junction,,,,,,
FKID277939,13.1862741,77.6798897,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL146957,CAR,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2024-03-10 23:19:46+00,,2024-03-10 23:54:37.805137+00,FKDEV00068,FKUSR00068,40.0,Chikkajala,True,No Junction,,2024-03-27 21:21:29.13006+00,FKN00GL146957,CAR,approved,2024-04-01 04:18:18.002+00
FKID032350,13.1869071,77.6813948,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL29536,CAR,,"[""WRONG PARKING""]",[112],2024-02-07 23:41:46+00,,2024-02-07 23:42:36.143194+00,FKDEV00068,FKUSR00068,40.0,Chikkajala,True,No Junction,,,FKN00GL29536,CAR,rejected,2024-02-11 22:53:41.79+00
FKID073220,13.12215,77.6306638,"Bagaluru Main Road, Niranthara Layout, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",FKN00GL63721,CAR,,"[""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""WRONG PARKING""]","[106,112]",2024-02-26 08:13:46+00,,2024-02-26 08:16:13.560883+00,FKDEV00556,FKUSR00544,40.0,Chikkajala,True,No Junction,,,,,,
FKID011576,13.1840487,77.6795777,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL10935,MAXI-CAB,,"[""NO PARKING""]",[113],2024-01-26 21:00:46+00,,2024-01-26 21:01:48.721874+00,FKDEV00950,FKUSR00911,40.0,Chikkajala,True,No Junction,,,FKN00GL10935,MAXI-CAB,approved,2024-01-26 23:25:53.714+00
FKID167855,13.1844017,77.67981,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL4181,MAXI-CAB,,"[""NO PARKING""]",[113],2023-11-20 02:50:46+00,,2023-11-20 03:16:57.839654+00,FKDEV00038,FKUSR00038,40.0,Chikkajala,True,No Junction,,,FKN00GL4181,MAXI-CAB,approved,2023-11-20 20:32:57.08+00
FKID174425,13.1834844,77.6794151,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL144036,MAXI-CAB,,"[""NO PARKING""]",[113],2023-12-10 08:21:46+00,,2023-12-10 23:34:21.759878+00,FKDEV00038,FKUSR00038,40.0,Chikkajala,True,No Junction,,,FKN00GL144036,MAXI-CAB,approved,2023-12-12 00:07:35.766+00
FKID219816,13.1835633,77.67954,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL178180,MAXI-CAB,,"[""NO PARKING""]",[113],2024-01-02 09:05:46+00,,2024-01-02 09:18:20.360414+00,FKDEV00038,FKUSR00038,40.0,Chikkajala,True,No Junction,,,FKN00GL178180,MAXI-CAB,approved,2024-01-02 22:34:39.832+00
FKID030611,13.1842443,77.679771,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL27965,MAXI-CAB,,"[""NO PARKING""]",[113],2024-02-08 19:39:46+00,,2024-02-08 19:47:25.812481+00,FKDEV00717,FKUSR00690,40.0,Chikkajala,True,No Junction,,,,,,
FKID070258,13.1856033,77.6799967,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL61165,MAXI-CAB,,"[""NO PARKING""]",[113],2024-02-24 23:18:46+00,,2024-02-25 03:30:23.76337+00,FKDEV00038,FKUSR00038,40.0,Chikkajala,True,No Junction,,,,,,
FKID047341,13.1862239,77.6800375,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL42391,CAR,,"[""WRONG PARKING""]",[112],2024-02-17 02:30:46+00,,2024-02-17 02:32:05.740875+00,FKDEV00068,FKUSR00068,40.0,Chikkajala,True,No Junction,,,,,,
FKID255661,13.1842408,77.6911236,"Unnamed Road, Chikkanahalli North Taluka, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL203588,CAR,,"[""WRONG PARKING""]",[112],2024-01-19 22:58:46+00,,2024-01-19 23:16:00.119714+00,FKDEV00068,FKUSR00068,40.0,Chikkajala,True,No Junction,,,FKN00GL203588,CAR,rejected,2024-01-21 01:16:58.386+00
FKID175181,13.1914495,77.6464954,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL144660,MAXI-CAB,,"[""NO PARKING""]",[113],2023-12-10 19:17:46+00,,2023-12-10 19:35:56.261511+00,FKDEV00556,FKUSR00544,40.0,Chikkajala,True,No Junction,,,FKN00GL144660,MAXI-CAB,rejected,2023-12-10 19:50:14.43+00
